"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Agricultura Anual","Alto Piquiri","117000000","9505","9504","82","69","352,2107826","376,3470588","24,13627625","978,9309468","-13","-307160,7209"
"Área Urbanizada","Alto Piquiri","189040,22","9504","9504","82","69","352,2107826","376,3470588","24,13627625","978,9309468","-13","-307160,7209"
"Agricultura Anual","Alto Piquiri","1488432,92","10101","9668","82","91","383,1501272","387,2272727","4,077145501","410,516094","9","15063,60461"
"Solo Exposto/Mineração","Alto Piquiri","11247,02","9668","9668","82","91","383,1501272","387,2272727","4,077145501","410,516094","9","15063,60461"
"Pastagem/Campo","Alto Piquiri","11490,86","10170","9669","69","55","259,7333333","257,7358491","1,997484276","498,8248253","14","13949,52643"
"Floresta Nativa","Alto Piquiri","39708,91","9669","9669","69","55","259,7333333","257,7358491","1,997484276","498,8248253","14","13949,52643"
"Várzea","Mariluz","3426451,62","363322","9669","20","55","268,2680965","257,7358491","10,53224746","1527,924015","-35","-563236,5838"
"Floresta Nativa","Alto Piquiri","39708,91","9669","9669","20","55","268,2680965","257,7358491","10,53224746","1527,924015","-35","-563236,5838"
"Pastagem/Campo","Alto Piquiri","32355,6","10182","9670","69","55","264,2926829","275,5","11,20731707","212,7443754","-14","-33380,11139"
"Floresta Nativa","Alto Piquiri","22703,4","9670","9670","69","55","264,2926829","275,5","11,20731707","212,7443754","-14","-33380,11139"
"Agricultura Anual","Alto Piquiri","117000000","9505","9670","82","55","352,2107826","275,5","76,71078257","501,1751663","27","1038029,559"
"Floresta Nativa","Alto Piquiri","22703,4","9670","9670","82","55","352,2107826","275,5","76,71078257","501,1751663","27","1038029,559"
"Pastagem/Campo","Alto Piquiri","15532,93","10179","9671","69","55","304,5454545","296,6956522","7,849802371","110,1229254","14","12102,20481"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","69","55","304,5454545","296,6956522","7,849802371","110,1229254","14","12102,20481"
"Pastagem/Campo","Alto Piquiri","37867,07","10177","9671","69","55","267,6976744","296,6956522","28,99797776","511,602211","-14","-207696,0135"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","69","55","267,6976744","296,6956522","28,99797776","511,602211","-14","-207696,0135"
"Pastagem/Campo","Alto Piquiri","92013,85","10175","9671","69","55","329,4044944","296,6956522","32,70884221","535,6197669","14","245273,0342"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","69","55","329,4044944","296,6956522","32,70884221","535,6197669","14","245273,0342"
"Agricultura Anual","Alto Piquiri","117000000","9505","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Agricultura Anual","Alto Piquiri","117000000","9505","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Agricultura Anual","Alto Piquiri","117000000","9505","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Floresta Nativa","Alto Piquiri","159720,14","9671","9671","82","55","352,2107826","296,6956522","55,5151304","2830,655454","27","4242893,579"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","9672","69","55","284,4526144","282","2,452614379","283,5334238","14","9735,57413"
"Floresta Nativa","Alto Piquiri","8710,5","9672","9672","69","55","284,4526144","282","2,452614379","283,5334238","14","9735,57413"
"Floresta Nativa","Alto Piquiri","15164,33","10467","9673","70","70","296,3333333","298,4666667","2,133333334","151,4098206","0","0"
"Floresta Nativa","Alto Piquiri","11685,53","9673","9673","70","70","296,3333333","298,4666667","2,133333334","151,4098206","0","0"
"Plantios Florestais","Alto Piquiri","40210,99","9959","9673","73","70","303,0652174","298,4666667","4,598550724","120,8061573","3","1666,599726"
"Floresta Nativa","Alto Piquiri","11685,53","9673","9673","73","70","303,0652174","298,4666667","4,598550724","120,8061573","3","1666,599726"
"Agricultura Anual","Alto Piquiri","117000000","9505","9673","82","70","352,2107826","298,4666667","53,74411591","554,4183036","12","357560,6589"
"Floresta Nativa","Alto Piquiri","11685,53","9673","9673","82","70","352,2107826","298,4666667","53,74411591","554,4183036","12","357560,6589"
"Agricultura Anual","Alto Piquiri","117000000","9505","9673","82","70","352,2107826","298,4666667","53,74411591","554,4183036","12","357560,6589"
"Floresta Nativa","Alto Piquiri","11685,53","9673","9673","82","70","352,2107826","298,4666667","53,74411591","554,4183036","12","357560,6589"
"Agricultura Anual","Alto Piquiri","117000000","9505","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Floresta Nativa","Alto Piquiri","120811,05","9674","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Agricultura Anual","Alto Piquiri","117000000","9505","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Floresta Nativa","Alto Piquiri","120811,05","9674","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Agricultura Anual","Alto Piquiri","117000000","9505","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Floresta Nativa","Alto Piquiri","120811,05","9674","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Agricultura Anual","Alto Piquiri","117000000","9505","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Floresta Nativa","Alto Piquiri","120811,05","9674","9674","82","30","352,2107826","334,7421384","17,46864421","612,0925641","52","556006,2158"
"Pastagem/Campo","Alto Piquiri","203891,99","10219","9675","69","30","362,6621622","391,8275862","29,16542405","175,5534345","-39","-199683,5241"
"Floresta Nativa","Alto Piquiri","60905,27","9675","9675","69","30","362,6621622","391,8275862","29,16542405","175,5534345","-39","-199683,5241"
"Agricultura Anual","Alto Piquiri","117000000","9505","9675","82","30","352,2107826","391,8275862","39,61680363","834,1833321","-52","-1718479,218"
"Floresta Nativa","Alto Piquiri","60905,27","9675","9675","82","30","352,2107826","391,8275862","39,61680363","834,1833321","-52","-1718479,218"
"Plantios Florestais","Alto Piquiri","82346,86","9950","9676","60","55","259,5309735","262,7722772","3,241303777","107,0922585","-5","-1735,59271"
"Floresta Nativa","Alto Piquiri","74376,74","9676","9676","60","55","259,5309735","262,7722772","3,241303777","107,0922585","-5","-1735,59271"
"Várzea","Mariluz","3426451,62","363322","9676","20","55","268,2680965","262,7722772","5,495819287","593,7244602","-35","-114205,0819"
"Floresta Nativa","Alto Piquiri","74376,74","9676","9676","20","55","268,2680965","262,7722772","5,495819287","593,7244602","-35","-114205,0819"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","9676","69","55","284,4526144","262,7722772","21,68033715","1242,546937","14","377143,7113"
"Floresta Nativa","Alto Piquiri","74376,74","9676","9676","69","55","284,4526144","262,7722772","21,68033715","1242,546937","14","377143,7113"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","9678","69","55","284,4526144","289,25","4,797385621","539,859611","-14","-36258,80629"
"Floresta Nativa","Alto Piquiri","10755,2","9678","9678","69","55","284,4526144","289,25","4,797385621","539,859611","-14","-36258,80629"
"Agricultura Anual","Alto Piquiri","117000000","9505","9679","82","30","352,2107826","392,5555556","40,34477298","1303,657548","-52","-2734979,926"
"Floresta Nativa","Alto Piquiri","46960,41","9679","9679","82","30","352,2107826","392,5555556","40,34477298","1303,657548","-52","-2734979,926"
"Várzea","Alto Piquiri","115406,07","10461","9681","20","55","287,1538462","290,9444444","3,79059829","833,8067763","35","110621,9289"
"Floresta Nativa","Alto Piquiri","25236,81","9681","9681","20","55","287,1538462","290,9444444","3,79059829","833,8067763","35","110621,9289"
"Pastagem/Campo","Alto Piquiri","624510,5","10224","9681","69","55","328,384106","290,9444444","37,43966152","453,6885215","14","237803,2255"
"Floresta Nativa","Alto Piquiri","25236,81","9681","9681","69","55","328,384106","290,9444444","37,43966152","453,6885215","14","237803,2255"
"Agricultura Anual","Alto Piquiri","117000000","9505","9681","82","55","352,2107826","290,9444444","61,26633813","124,2803459","27","205583,4458"
"Floresta Nativa","Alto Piquiri","25236,81","9681","9681","82","55","352,2107826","290,9444444","61,26633813","124,2803459","27","205583,4458"
"Pastagem/Campo","Alto Piquiri","70531,76","10187","9682","69","55","294,1181818","319,2786885","25,16050671","110,6647002","-14","-38981,31903"
"Floresta Nativa","Alto Piquiri","46376,19","9682","9682","69","55","294,1181818","319,2786885","25,16050671","110,6647002","-14","-38981,31903"
"Agricultura Anual","Alto Piquiri","117000000","9505","9682","82","55","352,2107826","319,2786885","32,93209405","1359,775104","27","1209066,524"
"Floresta Nativa","Alto Piquiri","46376,19","9682","9682","82","55","352,2107826","319,2786885","32,93209405","1359,775104","27","1209066,524"
"Pastagem/Campo","Alto Piquiri","19182,44","10188","9683","52","30","325,1111111","333,75","8,638888889","199,7981887","-22","-37972,75574"
"Floresta Nativa","Alto Piquiri","31873,8","9683","9683","52","30","325,1111111","333,75","8,638888889","199,7981887","-22","-37972,75574"
"Agricultura Anual","Alto Piquiri","117000000","9505","9683","82","30","352,2107826","333,75","18,46078258","717,1300008","52","688416,6132"
"Floresta Nativa","Alto Piquiri","31873,8","9683","9683","82","30","352,2107826","333,75","18,46078258","717,1300008","52","688416,6132"
"Agricultura Anual","Alto Piquiri","117000000","9505","9684","82","55","352,2107826","312,508982","39,70180054","3551,864802","27","3807416,554"
"Floresta Nativa","Alto Piquiri","111990,33","9684","9684","82","55","352,2107826","312,508982","39,70180054","3551,864802","27","3807416,554"
"Agricultura Anual","Alto Piquiri","117000000","9505","9684","82","55","352,2107826","312,508982","39,70180054","3551,864802","27","3807416,554"
"Floresta Nativa","Alto Piquiri","111990,33","9684","9684","82","55","352,2107826","312,508982","39,70180054","3551,864802","27","3807416,554"
"Agricultura Anual","Alto Piquiri","117000000","9505","9687","82","55","352,2107826","299,0327869","53,17799569","284,1284526","27","407953,3039"
"Floresta Nativa","Alto Piquiri","99733,67","9687","9687","82","55","352,2107826","299,0327869","53,17799569","284,1284526","27","407953,3039"
"Agricultura Anual","Alto Piquiri","117000000","9505","9688","82","30","352,2107826","376","23,78921743","999,8131768","-52","-1236808,198"
"Floresta Nativa","Alto Piquiri","59293,07","9688","9688","82","30","352,2107826","376","23,78921743","999,8131768","-52","-1236808,198"
"Pastagem/Campo","Alto Piquiri","70531,76","10187","9689","69","55","294,1181818","291,3529412","2,765240642","1448,027027","14","56058,00459"
"Floresta Nativa","Alto Piquiri","71057,33","9689","9689","69","55","294,1181818","291,3529412","2,765240642","1448,027027","14","56058,00459"
"Agricultura Anual","Alto Piquiri","117000000","9505","9689","82","55","352,2107826","291,3529412","60,8578414","185,5342001","27","304862,695"
"Floresta Nativa","Alto Piquiri","71057,33","9689","9689","82","55","352,2107826","291,3529412","60,8578414","185,5342001","27","304862,695"
"Agricultura Anual","Alto Piquiri","117000000","9505","9690","82","55","352,2107826","301,0615385","51,14924411","187,8218557","27","259387,5406"
"Floresta Nativa","Alto Piquiri","54136,87","9690","9690","82","55","352,2107826","301,0615385","51,14924411","187,8218557","27","259387,5406"
"Agricultura Anual","Alto Piquiri","117000000","9505","9691","82","55","352,2107826","371,4705882","19,25980566","542,3170832","-27","-282012,884"
"Floresta Nativa","Alto Piquiri","19009,31","9691","9691","82","55","352,2107826","371,4705882","19,25980566","542,3170832","-27","-282012,884"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","9692","69","55","284,4526144","272,2857143","12,16690009","868,9094884","14","148007,0891"
"Floresta Nativa","Alto Piquiri","29652,88","9692","9692","69","55","284,4526144","272,2857143","12,16690009","868,9094884","14","148007,0891"
"Plantios Florestais","Alto Piquiri","82346,86","9950","9692","60","55","259,5309735","272,2857143","12,75474084","69,11440901","-5","-4407,681874"
"Floresta Nativa","Alto Piquiri","29652,88","9692","9692","60","55","259,5309735","272,2857143","12,75474084","69,11440901","-5","-4407,681874"
"Agricultura Anual","Alto Piquiri","117000000","9505","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Floresta Nativa","Alto Piquiri","817294,97","9693","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Floresta Nativa","Alto Piquiri","817294,97","9693","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Agricultura Anual","Alto Piquiri","117000000","9505","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Agricultura Anual","Alto Piquiri","117000000","9505","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Floresta Nativa","Alto Piquiri","817294,97","9693","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Agricultura Anual","Alto Piquiri","117000000","9505","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Floresta Nativa","Alto Piquiri","817294,97","9693","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Agricultura Anual","Alto Piquiri","117000000","9505","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Floresta Nativa","Alto Piquiri","817294,97","9693","9693","82","70","352,2107826","320,6715758","31,53920673","7737,824958","12","2928538,332"
"Várzea","Mariluz","3426451,62","363322","9694","20","55","268,2680965","288,3673724","20,09927584","4279,717182","35","3010672,565"
"Floresta Nativa","Alto Piquiri","753092,98","9694","9694","20","55","268,2680965","288,3673724","20,09927584","4279,717182","35","3010672,565"
"Várzea","Mariluz","3426451,62","363322","9694","20","55","268,2680965","288,3673724","20,09927584","4279,717182","35","3010672,565"
"Floresta Nativa","Alto Piquiri","753092,98","9694","9694","20","55","268,2680965","288,3673724","20,09927584","4279,717182","35","3010672,565"
"Agricultura Anual","Mariluz","102600000","364078","9694","82","55","378,4341431","288,3673724","90,06677071","281,4479796","27","684425,9875"
"Floresta Nativa","Alto Piquiri","753092,98","9694","9694","82","55","378,4341431","288,3673724","90,06677071","281,4479796","27","684425,9875"
"Agricultura Anual","Alto Piquiri","117000000","9505","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Floresta Nativa","Alto Piquiri","179801,84","9699","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Agricultura Anual","Alto Piquiri","117000000","9505","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Floresta Nativa","Alto Piquiri","179801,84","9699","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Agricultura Anual","Alto Piquiri","117000000","9505","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Floresta Nativa","Alto Piquiri","179801,84","9699","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Agricultura Anual","Alto Piquiri","117000000","9505","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Floresta Nativa","Alto Piquiri","179801,84","9699","9699","82","70","352,2107826","375,9226519","23,71186936","2141,1927","-12","-609260,179"
"Agricultura Anual","Alto Piquiri","117000000","9505","9701","82","70","352,2107826","329,9038462","22,30693642","1268,345668","12","339514,8741"
"Floresta Nativa","Alto Piquiri","89272,23","9701","9701","82","70","352,2107826","329,9038462","22,30693642","1268,345668","12","339514,8741"
"Agricultura Anual","Alto Piquiri","117000000","9505","9703","82","70","352,2107826","374,7610619","22,55027937","1512,80162","-12","-409369,19"
"Floresta Nativa","Alto Piquiri","103646,76","9703","9703","82","70","352,2107826","374,7610619","22,55027937","1512,80162","-12","-409369,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9704","82","30","352,2107826","406,1860465","53,97526394","719,965872","-52","-2020738,094"
"Floresta Nativa","Alto Piquiri","33235,63","9704","9704","82","30","352,2107826","406,1860465","53,97526394","719,965872","-52","-2020738,094"
"Agricultura Anual","Alto Piquiri","117000000","9505","9706","82","70","352,2107826","336,9","15,31078257","2240,758752","12","411693,2407"
"Floresta Nativa","Alto Piquiri","46565,84","9706","9706","82","70","352,2107826","336,9","15,31078257","2240,758752","12","411693,2407"
"Agricultura Anual","Alto Piquiri","117000000","9505","9707","82","30","352,2107826","400,6373626","48,42658006","1938,083503","-52","-4880447,309"
"Floresta Nativa","Alto Piquiri","106672,93","9707","9707","82","30","352,2107826","400,6373626","48,42658006","1938,083503","-52","-4880447,309"
"Plantios Florestais","Alto Piquiri","21623,74","9953","9708","60","55","296,962963","298,2","1,237037037","490,1395156","-5","-3031,60367"
"Floresta Nativa","Alto Piquiri","42368,39","9708","9708","60","55","296,962963","298,2","1,237037037","490,1395156","-5","-3031,60367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9708","82","55","352,2107826","298,2","54,01078258","1426,660051","27","2080485,697"
"Floresta Nativa","Alto Piquiri","42368,39","9708","9708","82","55","352,2107826","298,2","54,01078258","1426,660051","27","2080485,697"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","9710","82","55","352,2107826","337,9273911","14,28339149","29490,54554","27","11373075,19"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Agricultura Anual","Alto Piquiri","117000000","9505","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","9711","82","55","352,2107826","370,5298507","18,31906817","8052,310687","-27","-3982792,367"
"Plantios Florestais","Alto Piquiri","40210,99","9959","9712","73","55","303,0652174","304,7212121","1,65599473","16,32036386","-18","-486,4758578"
"Floresta Nativa","Alto Piquiri","220333,95","9712","9712","73","55","303,0652174","304,7212121","1,65599473","16,32036386","-18","-486,4758578"
"Várzea","Alto Piquiri","309538,77","10474","9712","20","55","306,5066079","304,7212121","1,785395809","2662,243735","-35","-166360,5582"
"Floresta Nativa","Alto Piquiri","220333,95","9712","9712","20","55","306,5066079","304,7212121","1,785395809","2662,243735","-35","-166360,5582"
"Agricultura Anual","Alto Piquiri","117000000","9505","9712","82","55","352,2107826","304,7212121","47,48957045","2060,121691","27","2641525,943"
"Floresta Nativa","Alto Piquiri","220333,95","9712","9712","82","55","352,2107826","304,7212121","47,48957045","2060,121691","27","2641525,943"
"Agricultura Anual","Alto Piquiri","117000000","9505","9712","82","55","352,2107826","304,7212121","47,48957045","2060,121691","27","2641525,943"
"Floresta Nativa","Alto Piquiri","220333,95","9712","9712","82","55","352,2107826","304,7212121","47,48957045","2060,121691","27","2641525,943"
"Pastagem/Campo","Alto Piquiri","10744,38","10229","9719","79","70","345,7272727","345,78125","0,053977273","334,2520595","-9","-162,378132"
"Floresta Nativa","Alto Piquiri","19638,65","9719","9719","79","70","345,7272727","345,78125","0,053977273","334,2520595","-9","-162,378132"
"Agricultura Anual","Alto Piquiri","117000000","9505","9719","82","70","352,2107826","345,78125","6,429532575","224,7745485","12","17342,34338"
"Floresta Nativa","Alto Piquiri","19638,65","9719","9719","82","70","352,2107826","345,78125","6,429532575","224,7745485","12","17342,34338"
"Agricultura Anual","Alto Piquiri","117000000","9505","9719","82","70","352,2107826","345,78125","6,429532575","224,7745485","12","17342,34338"
"Floresta Nativa","Alto Piquiri","19638,65","9719","9719","82","70","352,2107826","345,78125","6,429532575","224,7745485","12","17342,34338"
"Pastagem/Campo","Alto Piquiri","29427,07","10228","9719","79","70","355","345,78125","9,21875","237,9015761","9","19738,3964"
"Floresta Nativa","Alto Piquiri","19638,65","9719","9719","79","70","355","345,78125","9,21875","237,9015761","9","19738,3964"
"Agricultura Anual","Alto Piquiri","117000000","9505","9720","82","70","352,2107826","389,7352941","37,52451154","870,7394432","-12","-392088,8675"
"Floresta Nativa","Alto Piquiri","16626,11","9720","9720","82","70","352,2107826","389,7352941","37,52451154","870,7394432","-12","-392088,8675"
"Pastagem/Campo","Alto Piquiri","118623,51","10258","9721","79","70","385,775","391,6666667","5,891666667","217,8367802","-9","-11550,79527"
"Floresta Nativa","Alto Piquiri","19007,79","9721","9721","79","70","385,775","391,6666667","5,891666667","217,8367802","-9","-11550,79527"
"Agricultura Anual","Alto Piquiri","117000000","9505","9721","82","70","352,2107826","391,6666667","39,45588409","548,9717623","-12","-259921,9947"
"Floresta Nativa","Alto Piquiri","19007,79","9721","9721","82","70","352,2107826","391,6666667","39,45588409","548,9717623","-12","-259921,9947"
"Várzea","Mariluz","384744,31","363352","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Floresta Nativa","Alto Piquiri","3043851,06","9723","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Várzea","Mariluz","384744,31","363352","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Floresta Nativa","Alto Piquiri","3043851,06","9723","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Várzea","Mariluz","384744,31","363352","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Floresta Nativa","Alto Piquiri","3043851,06","9723","9723","20","55","295,669708","313,7146367","18,04492869","4862,950572","35","3071305,869"
"Agricultura Anual","Mariluz","102600000","364078","9723","82","55","378,4341431","313,7146367","64,71950635","806,2034174","27","1408781,354"
"Floresta Nativa","Alto Piquiri","3043851,06","9723","9723","82","55","378,4341431","313,7146367","64,71950635","806,2034174","27","1408781,354"
"Pastagem/Campo","Alto Piquiri","11982,34","10255","9724","52","70","367,4230769","367,3421053","0,08097166","487,053863","-18","-709,8760763"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","52","70","367,4230769","367,3421053","0,08097166","487,053863","-18","-709,8760763"
"Agricultura Anual","Alto Piquiri","117000000","9505","9724","82","70","352,2107826","367,3421053","15,13132269","154,5587839","-12","-28064,14601"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","82","70","352,2107826","367,3421053","15,13132269","154,5587839","-12","-28064,14601"
"Pastagem/Campo","Alto Piquiri","12483,18","10259","9724","79","70","352,1724138","367,3421053","15,16969147","150,6465483","-9","-20567,35493"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","79","70","352,1724138","367,3421053","15,16969147","150,6465483","-9","-20567,35493"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","9724","82","70","384,7726229","367,3421053","17,43051759","225,777809","12","47225,08887"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","82","70","384,7726229","367,3421053","17,43051759","225,777809","12","47225,08887"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","9724","82","70","384,7726229","367,3421053","17,43051759","225,777809","12","47225,08887"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","82","70","384,7726229","367,3421053","17,43051759","225,777809","12","47225,08887"
"Pastagem/Campo","Alto Piquiri","2059587,46","10316","9724","79","70","398,8837405","367,3421053","31,54163526","979,3777301","9","278020,5763"
"Floresta Nativa","Alto Piquiri","83583,02","9724","9724","79","70","398,8837405","367,3421053","31,54163526","979,3777301","9","278020,5763"
"Pastagem/Campo","Alto Piquiri","97831,37","10233","9725","52","70","299,641791","322,5426829","22,90089188","923,8625591","18","380830,9784"
"Floresta Nativa","Alto Piquiri","250018,15","9725","9725","52","70","299,641791","322,5426829","22,90089188","923,8625591","18","380830,9784"
"Agricultura Anual","Alto Piquiri","117000000","9505","9725","82","70","352,2107826","322,5426829","29,66809965","3143,631704","12","1119186,944"
"Floresta Nativa","Alto Piquiri","250018,15","9725","9725","82","70","352,2107826","322,5426829","29,66809965","3143,631704","12","1119186,944"
"Agricultura Anual","Alto Piquiri","117000000","9505","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Floresta Nativa","Alto Piquiri","354419,42","9728","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Agricultura Anual","Alto Piquiri","117000000","9505","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Floresta Nativa","Alto Piquiri","354419,42","9728","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Agricultura Anual","Alto Piquiri","117000000","9505","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Floresta Nativa","Alto Piquiri","354419,42","9728","9728","82","70","352,2107826","343,6957746","8,515007927","4324,647415","12","441892,8842"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","9728","82","70","384,7726229","343,6957746","41,07684821","1258,865104","12","620522,5293"
"Floresta Nativa","Alto Piquiri","354419,42","9728","9728","82","70","384,7726229","343,6957746","41,07684821","1258,865104","12","620522,5293"
